label,x,y,plot_type,plot_num
CEU,0,223180.496876242,path,4
CEU,50,223180.496876242,path,4
CEU,53.9677020705145,224013.378804257,path,4
CEU,58.2502573354363,224604.797433075,path,4
CEU,62.8726506681926,224958.640559719,path,4
CEU,67.8618495928911,225079.598521518,path,4
CEU,73.2469616156642,224944.823909955,path,4
CEU,79.0594040408915,224547.300379775,path,4
CEU,85.3330872630254,223922.136965295,path,4
CEU,92.1046126033633,223104.858400105,path,4
CEU,99.4134858459694,221039.269584052,path,4
CEU,107.302347718532,216790.562912826,path,4
CEU,115.817222662809,211008.38221509,path,4
CEU,125.007787346019,204330.46009019,path,4
CEU,134.927660479684,195672.792519162,path,4
CEU,145.634715636782,183741.281138887,path,4
CEU,157.191418892199,169780.151626907,path,4
CEU,169.665193256313,154926.765507128,path,4
CEU,183.128812027859,138261.04549193,path,4
CEU,197.660823360935,119207.616405022,path,4
CEU,213.346008523111,100358.066288085,path,4
CEU,230.275876518174,83397.5247670864,path,4
CEU,248.549197959188,67887.3496141993,path,4
CEU,268.272581306536,53451.3301264265,path,4
CEU,289.56109483278,41649.0640240903,path,4
CEU,312.53893794295,32877.1745488789,path,4
CEU,337.340165766802,26315.7649435366,path,4
CEU,364.109471250415,20986.8784165843,path,4
CEU,393.0030293099,17064.1714797551,path,4
CEU,424.189407972127,14487.9873975797,path,4
CEU,457.850551818154,12879.9192544329,path,4
CEU,494.182843466856,11638.0011883728,path,4
CEU,533.398249291579,10714.4988650298,path,4
CEU,575.72555605404,10086.2929123296,path,4
CEU,621.411705670114,9718.36920929676,path,4
CEU,670.7232358947,9490.62365608947,path,4
CEU,723.947835330731,9288.91233601669,path,4
CEU,781.396021834456,9010.92771411712,path,4
CEU,843.402954108944,8490.56890344861,path,4
CEU,910.330387054866,7668.48669060996,path,4
CEU,982.568782286264,6816.18920072951,path,4
CEU,1060.53958612427,6130.38856086656,path,4
CEU,1144.69768835882,5620.01278492158,path,4
CEU,1235.53407612311,5127.31047004568,path,4
CEU,1333.57869836361,4669.95682539688,path,4
CEU,1439.40355761744,4262.98335128233,path,4
CEU,1553.62604713473,3915.60174041945,path,4
CEU,1676.91255281516,3633.07261482346,path,4
CEU,1809.9823409727,3418.58920240017,path,4
CEU,1953.61175461014,3275.09281043251,path,4
CEU,2108.6387426851,3207.0870440317,path,4
CEU,2275.96774879148,3271.09914911325,path,4
CEU,2456.57498777756,3607.28609232417,path,4
CEU,2651.51414108514,4203.28055544366,path,4
CEU,2861.92250403678,5036.4557955281,path,4
CEU,3089.02762093516,6039.46509065324,path,4
CEU,3334.15444668438,7053.69487833234,path,4
CEU,3598.73307671487,8029.95934621725,path,4
CEU,3884.30709030908,9142.47747073555,path,4
CEU,4192.54255600376,10334.6883982538,path,4
CEU,4525.23775160728,11510.5577524163,path,4
CEU,4884.33365553974,12549.1024753998,path,4
CEU,5271.92527070311,13472.2705442508,path,4
CEU,5690.27384694644,14336.0189278965,path,4
CEU,6141.82007343292,15198.5251021336,path,4
CEU,6629.19831787467,16110.4863386745,path,4
CEU,7155.25199570832,17036.2526307619,path,4
CEU,7723.05015887682,17928.8781481735,path,4
CEU,8335.90540099808,18746.9262333324,path,4
CEU,8997.39318338114,19523.6371992239,path,4
CEU,9711.37269463983,20236.7707573498,path,4
CEU,10482.009365601,20853.1892389578,path,4
CEU,11313.799170862,21431.6295179042,path,4
CEU,12211.5948587743,21934.2290306191,path,4
CEU,13180.6342628831,22273.6880893048,path,4
CEU,14226.5708599939,22504.6896932033,path,4
CEU,15355.5067531442,22688.4739929937,path,4
CEU,16574.0282719092,22781.6234566078,path,4
CEU,17889.2443977337,22737.2406240579,path,4
CEU,19308.8282384702,22558.8988346367,path,4
CEU,20841.06179409,22308.506694491,path,4
CEU,22494.8842747326,22023.4008803202,path,4
CEU,24279.9442529894,21605.0773243237,path,4
CEU,26206.6559546806,21127.9477501846,path,4
CEU,28286.2600165336,20688.8706367733,path,4
CEU,30530.8890652279,20255.4883812373,path,4
CEU,32953.6385004029,19848.6679305824,path,4
CEU,35568.6428945836,19508.6442944899,path,4
CEU,38391.1584557483,19168.5452193134,path,4
CEU,41437.6520336347,18927.3201898741,path,4
CEU,44725.897189057,18900.3598431372,path,4
CEU,48275.0778867098,18986.3920302688,path,4
CEU,52105.9004164167,19116.2696914032,path,4
CEU,56240.7141957815,19249.1445554695,path,4
CEU,60703.6421590178,19401.4828810686,path,4
CEU,65520.72149266,19614.7384732605,path,4
CEU,70720.0555392206,19956.7776424369,path,4
CEU,76331.9777550179,20802.473463765,path,4
CEU,82389.228678719,22229.4199742769,path,4
CEU,88927.146943052,24207.9346903093,path,4
CEU,95983.8754440698,26707.4029401417,path,4
