label,x,y,plot_type,plot_num
STU,0,109544.179896743,path,23
STU,50,109544.179896743,path,23
STU,53.9604025774796,110094.775403025,path,23
STU,58.2345009264733,110599.65594311,path,23
STU,62.8471422778221,111047.944734315,path,23
STU,67.8251419631084,111433.102797811,path,23
STU,73.1974393040807,111824.321999426,path,23
STU,78.9952658497763,112178.718766644,path,23
STU,85.2523269393791,112402.498860812,path,23
STU,92.0049976463161,112415.253559537,path,23
STU,99.2925342427056,112253.726764431,path,23
STU,107.157302413491,111953.573512844,path,23
STU,115.645023546974,111540.899310081,path,23
STU,124.805040533537,110732.326663871,path,23
STU,134.690604617766,108910.150609566,path,23
STU,145.359184971576,106368.443519997,path,23
STU,156.872802788011,103436.97175954,path,23
STU,169.298391837973,99608.2421151511,path,23
STU,182.708187585938,94512.3626368118,path,23
STU,197.180147126777,88748.1983626635,path,23
STU,212.798402384951,82790.0324921696,path,23
STU,229.653749210729,76020.2882610657,path,23
STU,247.844175216769,68793.3344448553,path,23
STU,267.475429423605,61851.3055343834,path,23
STU,288.661637025639,55536.8968830481,path,23
STU,311.525962851555,49303.6922078171,path,23
STU,336.201327376138,43679.2914167545,path,23
STU,362.831179445988,39133.4255520859,path,23
STU,391.570330211345,35623.2702380279,path,23
STU,422.585853112016,32552.3240501867,path,23
STU,456.05805514944,30122.9094726399,path,23
STU,492.181525091324,28514.5612764228,path,23
STU,531.166264702514,27622.709796972,path,23
STU,573.238909578474,27015.3957975342,path,23
STU,618.644046678598,26434.0177649228,path,23
STU,667.645636218764,25649.6261424859,path,23
STU,720.52854618924,24666.6851404831,path,23
STU,777.60020841875,23517.7387625761,path,23
STU,839.192405812155,22180.5145746541,path,23
STU,905.66320115175,20587.3389998996,path,23
STU,977.399018675146,18460.9920972239,path,23
STU,1054.81689053089,16130.5677078247,path,23
STU,1138.36688117144,13924.7782850181,path,23
STU,1228.53470377761,11891.5023508391,path,23
STU,1325.84454392489,9948.50513035845,path,23
STU,1430.86210690684,8382.73438498396,path,23
STU,1544.19790643107,6922.31519353833,path,23
STU,1666.51081380644,5654.58944235102,path,23
STU,1798.51188825437,4646.22909820185,path,23
STU,1940.96851061177,3904.95279912989,path,23
STU,2094.70884445645,3413.59799335317,path,23
STU,2260.62665058954,3156.13934512332,path,23
STU,2439.68648286381,3148.24172490271,path,23
STU,2632.92929556333,3468.33404368724,path,23
STU,2841.47849493274,4089.32892242167,path,23
STU,3066.54647003643,4955.54978456713,path,23
STU,3309.4416409143,5927.48841448873,path,23
STU,3571.5760650082,6894.22781402802,path,23
STU,3854.47364607866,8053.806910169,path,23
STU,4159.7789933338,9382.16164990746,path,23
STU,4489.26698227269,10802.1320695417,path,23
STU,4844.85307282442,12212.2440414158,path,23
STU,5228.6044447669,13695.7204314171,path,23
STU,5642.75201516042,15224.6639472279,path,23
STU,6089.7034076588,16710.1997951372,path,23
STU,6572.05694909437,18041.9246882725,path,23
STU,7092.61677470509,19301.4340709005,path,23
STU,7654.40912981742,20506.0170866114,path,23
STU,8260.69996275367,21550.2255647026,path,23
STU,8915.01391123917,22314.9049534234,path,23
STU,9621.15479268593,22895.7346010582,path,23
STU,10383.2277174716,23409.376771403,path,23
STU,11205.6629537682,23767.8731946847,path,23
STU,12093.2416826577,23882.2479426334,path,23
STU,13051.1237932593,23825.1743830215,path,23
STU,14084.8778794559,23699.7312552131,path,23
STU,15200.5136126015,23537.6060573809,path,23
STU,16404.5166784087,23350.4329503632,path,23
STU,17703.8864811182,23077.0165651051,path,23
STU,19106.1768341428,22750.3021903434,path,23
STU,20619.5398737372,22412.6889709064,path,23
STU,22252.773450985,22043.8510076925,path,23
STU,24015.372277612,21647.6055633072,path,23
STU,25917.5831229597,21247.3292383788,path,23
STU,27970.464383004,20846.9067688831,path,23
STU,30185.9503677189,20427.9325073156,path,23
STU,32576.9206805186,19950.8008342202,path,23
STU,35157.2750931081,19376.0586390136,path,23
STU,37942.0143510262,18933.3397263146,path,23
STU,40947.3273796376,18673.2482870296,path,23
STU,44190.6853975419,18491.4069684931,path,23
STU,47690.9434845222,18465.251173389,path,23
STU,51468.4501944929,18526.9045946141,path,23
STU,55545.1658506759,18630.5066755196,path,23
STU,59944.7902107069,18813.0303687124,path,23
STU,64692.900243846,19138.0328848783,path,23
STU,69817.0988212531,19537.592041444,path,23
STU,75347.1751837299,19992.817419829,path,23
STU,81315.2781197989,20555.2240805912,path,23
STU,87756.1028608812,21223.308980296,path,23
STU,94707.0927800772,21995.2238176761,path,23
