label,x,y,plot_type,plot_num
ACB,0,138482.843330823,path,0
ACB,50,138482.843330823,path,0
ACB,53.9750558570057,139331.825831789,path,0
ACB,58.2661330953377,140106.858107037,path,0
ACB,62.8983557678516,140788.652009432,path,0
ACB,67.8988453176721,141367.772752068,path,0
ACB,73.2968793729508,141951.702371021,path,0
ACB,79.1240631659846,142466.82599529,path,0
ACB,85.4145145803453,142772.26839735,path,0
ACB,92.2050639094632,142741.182642446,path,0
ACB,99.5354694962411,142389.980469803,path,0
ACB,107.448650516258,141805.872533936,path,0
ACB,115.990938267498,141075.57427355,path,0
ACB,125.212347437894,139997.285910586,path,0
ACB,135.166868938943,138255.755386979,path,0
ACB,145.91278601992,135980.556653234,path,0
ACB,157.51301551353,133277.500340829,path,0
ACB,170.035476210964,129389.564212162,path,0
ACB,183.553486523187,124324.236974178,path,0
ACB,198.146193756743,118600.988429236,path,0
ACB,213.899037517466,112479.297155949,path,0
ACB,230.904249955299,105260.607570102,path,0
ACB,249.261395779146,97490.6316957557,path,0
ACB,269.077955203492,89814.1282912801,path,0
ACB,290.469953239947,82280.9227483368,path,0
ACB,313.562639018159,74604.4063830652,path,0
ACB,338.491219113505,67456.8142529179,path,0
ACB,365.401649175148,61307.1942810764,path,0
ACB,394.451488489412,55802.880010454,path,0
ACB,425.810822481901,50853.6626939406,path,0
ACB,459.663258559563,46774.0983124035,path,0
ACB,496.207001123313,43709.7159288035,path,0
ACB,535.656012045362,41172.5120504489,path,0
ACB,578.241263405787,39081.0368879783,path,0
ACB,624.212089823058,37497.0812447294,path,0
ACB,673.837648296355,36395.510790824,path,0
ACB,727.408494106983,35527.0138792429,path,0
ACB,785.238282005696,34827.820131596,path,0
ACB,847.665602646332,34255.7539300448,path,0
ACB,915.055965017964,33717.8599725744,path,0
ACB,987.803936482617,33221.2095438124,path,0
ACB,1066.33545294839,32881.5365810535,path,0
ACB,1151.11031270389,32807.7843126026,path,0
ACB,1242.62486851536,32994.8300398905,path,0
ACB,1341.41493374842,33344.8540055442,path,0
ACB,1448.05891952985,33764.368141508,path,0
ACB,1563.18122131718,34240.292506156,path,0
ACB,1687.45587470434,34967.225677476,path,0
ACB,1821.61050186798,35685.7148939071,path,0
ACB,1966.43057176065,36061.3426655627,path,0
ACB,2122.76399899409,35414.7488679123,path,0
ACB,2291.52610833894,34355.0472962954,path,0
ACB,2473.70499390762,33253.2234649635,path,0
ACB,2670.36730439835,32044.2255058961,path,0
ACB,2882.66448827246,30780.5954130703,path,0
ACB,3111.83953543026,29508.9558362269,path,0
ACB,3359.23425485773,28269.5332072745,path,0
ACB,3626.29713085426,27096.2868703931,path,0
ACB,3914.59180383916,26017.5055079536,path,0
ACB,4225.80622539191,25056.7441440727,path,0
ACB,4561.76254112821,24234.0004404632,path,0
ACB,4924.42775927583,23567.0625513909,path,0
ACB,5315.92526741405,23072.9990290562,path,0
ACB,5738.54726480682,22769.8029111806,path,0
ACB,6194.76818312031,22681.1760590327,path,0
ACB,6687.2591741024,23153.3235913557,path,0
ACB,7218.90374904902,24232.7653029048,path,0
ACB,7792.81466162538,25660.0065281294,path,0
ACB,8412.35213289044,27126.701572068,path,0
ACB,9081.14352523126,28251.7885016744,path,0
ACB,9803.10458039686,28616.2728969543,path,0
ACB,10582.4623459798,28564.4121270444,path,0
ACB,11423.7799245784,28448.5348542952,path,0
ACB,12331.9831905451,28289.0862942242,path,0
ACB,13312.3896307466,28106.3434064073,path,0
ACB,14370.7394781954,27873.0569455466,path,0
ACB,15513.2293208415,27535.9251951367,path,0
ACB,16746.5483822991,27126.0578238197,path,0
ACB,18077.9176869329,26664.3583306244,path,0
ACB,19515.1323386111,26081.8923226638,path,0
ACB,21066.6071606678,25405.5396929525,path,0
ACB,22741.4259642928,24669.2398197726,path,0
ACB,24549.3947338133,23825.2021125,path,0
ACB,26501.0990402651,22942.3710678453,path,0
ACB,28607.9660194069,22024.243090985,path,0
ACB,30882.3312770562,21099.7379366486,path,0
ACB,33337.5111134733,20177.5484983518,path,0
ACB,35987.8804896653,19329.2765649696,path,0
ACB,38848.9571920986,18571.6765812765,path,0
ACB,41937.492688599,17965.7213705729,path,0
ACB,45271.5702073979,17509.592040425,path,0
ACB,48870.7106135731,17187.0537708395,path,0
ACB,52755.9867027834,17007.611597479,path,0
ACB,56950.1465814837,16924.6844373638,path,0
ACB,61477.7468560049,17118.3518231746,path,0
ACB,66365.2964103143,17455.0259716846,path,0
ACB,71641.4116142691,17844.0274140506,path,0
ACB,77336.9838710983,18412.4714828849,path,0
ACB,83485.3604850975,19408.1872474111,path,0
ACB,90122.5399085079,20959.4314084032,path,0
ACB,97287.3825107388,23058.5694733924,path,0
