pop1	pop2	n.overlap	n.total
ITU	PEL	22720	32187
ITU	PJL	28125	34977
ITU	PUR	20910	30862
ITU	STU	28501	35167
ITU	TSI	26433	34710
ITU	YRI	23278	35210
JPT	ACB	23502	36297
JPT	ASW	22387	34555
JPT	BEB	22505	32054
JPT	CDX	24940	33380
JPT	CEU	21542	31035
JPT	CHB	22841	31331
JPT	CHS	24096	31618
JPT	CLM	22872	33139
JPT	ESN	22711	36163
JPT	FIN	21199	30701
JPT	GBR	22965	33068
JPT	GIH	22892	32569
JPT	GWD	21754	34154
JPT	IBS	22494	32290
JPT	ITU	23695	33101
JPT	JPT	31190	31190
JPT	KHV	25248	33556
JPT	LWK	22442	35491
JPT	MSL	22990	36201
JPT	MXL	23372	33662
JPT	PEL	20667	30276
JPT	PJL	23672	33066
JPT	PUR	18960	28951
JPT	STU	23696	33256
JPT	TSI	22670	32799
JPT	YRI	21074	33299
KHV	ACB	25901	38663
KHV	ASW	24651	36921
KHV	BEB	24372	34420
KHV	CDX	28110	35746
KHV	CEU	23149	33401
KHV	CHB	25031	33697
KHV	CHS	26388	33984
KHV	CLM	24991	35505
KHV	ESN	25161	38529
KHV	FIN	22716	33067
KHV	GBR	24862	35434
KHV	GIH	24767	34935
KHV	GWD	23896	36520
KHV	IBS	24378	34656
KHV	ITU	25721	35467
KHV	JPT	25248	33556
KHV	KHV	35922	35922
KHV	LWK	24645	37857
KHV	MSL	25353	38567
KHV	MXL	25412	36028
KHV	PEL	22159	32642
KHV	PJL	25656	35432
KHV	PUR	20159	31317
KHV	STU	25793	35622
KHV	TSI	24662	35165
KHV	YRI	23095	35665
LWK	ACB	32283	40598
LWK	ASW	30040	38856
LWK	BEB	23678	36355
LWK	CDX	24465	37681
LWK	CEU	22345	35336
LWK	CHB	21578	35632
LWK	CHS	22770	35919
LWK	CLM	25623	37440
LWK	ESN	32032	40464
LWK	FIN	21880	35002
LWK	GBR	24064	37369
LWK	GIH	24180	36870
LWK	GWD	29965	38455
LWK	IBS	23551	36591
LWK	ITU	24700	37402
LWK	JPT	22442	35491
LWK	KHV	24645	37857
LWK	LWK	39792	39792
LWK	MSL	31771	40502
LWK	MXL	25037	37963
LWK	PEL	22011	34577
LWK	PJL	24719	37367
LWK	PUR	21477	33252
LWK	STU	24850	37557
LWK	TSI	23943	37100
LWK	YRI	29517	37600
MSL	ACB	33575	41308
MSL	ASW	30684	39566
MSL	BEB	24185	37065
MSL	CDX	25168	38391
MSL	CEU	22981	36046
MSL	CHB	22406	36342
MSL	CHS	23495	36629
MSL	CLM	26104	38150
MSL	ESN	33218	41174
MSL	FIN	22488	35712
MSL	GBR	24783	38079
MSL	GIH	24628	37580
MSL	GWD	31388	39165
MSL	IBS	24338	37301
MSL	ITU	25421	38112
MSL	JPT	22990	36201
MSL	KHV	25353	38567
MSL	LWK	31771	40502
MSL	MSL	41212	41212
MSL	MXL	25704	38673
MSL	PEL	22392	35287
MSL	PJL	25433	38077
MSL	PUR	21705	33962
MSL	STU	25578	38267
MSL	TSI	24735	37810
MSL	YRI	30554	38310
MXL	ACB	26533	38769
MXL	ASW	25518	37027
MXL	BEB	24852	34526
MXL	CDX	25155	35852
MXL	CEU	24607	33507
MXL	CHB	22560	33803
MXL	CHS	23659	34090
MXL	CLM	27378	35611
MXL	ESN	25464	38635
MXL	FIN	24150	33173
MXL	GBR	26735	35540
MXL	GIH	25436	35041
MXL	GWD	24304	36626
MXL	IBS	26051	34762
MXL	ITU	26205	35573
MXL	JPT	23372	33662
MXL	KHV	25412	36028
MXL	LWK	25037	37963
MXL	MSL	25704	38673
MXL	MXL	36134	36134
MXL	PEL	24129	32748
MXL	PJL	26494	35538
MXL	PUR	21925	31423
MXL	STU	26304	35728
MXL	TSI	26332	35271
MXL	YRI	23570	35771
PEL	ACB	22968	35383
PEL	ASW	22212	33641
PEL	BEB	21398	31140
PEL	CDX	21914	32466
PEL	CEU	21176	30121
PEL	CHB	19881	30417
PEL	CHS	20821	30704
PEL	CLM	23332	32225
PEL	ESN	22209	35249
PEL	FIN	20905	29787
PEL	GBR	22603	32154
PEL	GIH	21975	31655
PEL	GWD	21322	33240
PEL	IBS	22214	31376
PEL	ITU	22720	32187
PEL	JPT	20667	30276
PEL	KHV	22159	32642
PEL	LWK	22011	34577
PEL	MSL	22392	35287
PEL	MXL	24129	32748
PEL	PEL	29362	29362
PEL	PJL	22850	32152
PEL	PUR	19133	28037
PEL	STU	22639	32342
PEL	TSI	22424	31885
PEL	YRI	20850	32385
PJL	ACB	26138	38173
PJL	ASW	24963	36431
PJL	BEB	26507	33930
PJL	CDX	25251	35256
PJL	CEU	24767	32911
PJL	CHB	22728	33207
PJL	CHS	23845	33494
PJL	CLM	26308	35015
PJL	ESN	25142	38039
PJL	FIN	24357	32577
PJL	GBR	26868	34944
PJL	GIH	27434	34445
PJL	GWD	24086	36030
PJL	IBS	26161	34166
PJL	ITU	28125	34977
PJL	JPT	23672	33066
PJL	KHV	25656	35432
PJL	LWK	24719	37367
PJL	MSL	25433	38077
PJL	MXL	26494	35538
PJL	PEL	22850	32152
PJL	PJL	34942	34942
PJL	PUR	21453	30827
PJL	STU	28062	35132
PJL	TSI	26619	34675
PJL	YRI	23328	35175
PUR	ACB	22404	34058
PUR	ASW	21857	32316
PUR	BEB	20829	29815
PUR	CDX	20283	31141
PUR	CEU	20002	28796
PUR	CHB	17639	29092
PUR	CHS	18779	29379
PUR	CLM	22706	30900
PUR	ESN	21607	33924
PUR	FIN	19759	28462
PUR	GBR	21374	30829
PUR	GIH	21140	30330
PUR	GWD	21130	31915
PUR	IBS	20982	30051
PUR	ITU	20910	30862
PUR	JPT	18960	28951
PUR	KHV	20159	31317
PUR	LWK	21477	33252
PUR	MSL	21705	33962
PUR	MXL	21925	31423
PUR	PEL	19133	28037
PUR	PJL	21453	30827
PUR	PUR	26712	26712
PUR	STU	20949	31017
PUR	TSI	20989	30560
PUR	YRI	20523	31060
STU	ACB	26311	38363
STU	ASW	24983	36621
STU	BEB	26010	34120
STU	CDX	25352	35446
STU	CEU	24766	33101
STU	CHB	23143	33397
STU	CHS	24115	33684
STU	CLM	25988	35205
STU	ESN	25336	38229
STU	FIN	23992	32767
STU	GBR	26527	35134
STU	GIH	27006	34635
STU	GWD	24030	36220
STU	IBS	25990	34356
STU	ITU	28501	35167
STU	JPT	23696	33256
STU	KHV	25793	35622
STU	LWK	24850	37557
STU	MSL	25578	38267
STU	MXL	26304	35728
STU	PEL	22639	32342
STU	PJL	28062	35132
STU	PUR	20949	31017
STU	STU	35322	35322
STU	TSI	26471	34865
STU	YRI	23401	35365
TSI	ACB	25403	37906
TSI	ASW	24247	36164
TSI	BEB	24392	33663
TSI	CDX	24164	34989
TSI	CEU	25946	32644
TSI	CHB	22225	32940
TSI	CHS	23196	33227
TSI	CLM	26160	34748
TSI	ESN	24330	37772
TSI	FIN	24836	32310
TSI	GBR	27774	34677
TSI	GIH	25440	34178
TSI	GWD	23242	35763
TSI	IBS	27300	33899
TSI	ITU	26433	34710
TSI	JPT	22670	32799
TSI	KHV	24662	35165
TSI	LWK	23943	37100
TSI	MSL	24735	37810
TSI	MXL	26332	35271
TSI	PEL	22424	31885
TSI	PJL	26619	34675
TSI	PUR	20989	30560
TSI	STU	26471	34865
TSI	TSI	34408	34408
TSI	YRI	22446	34908
YRI	ACB	31058	38406
YRI	ASW	28602	36664
YRI	BEB	22286	34163
YRI	CDX	23081	35489
YRI	CEU	21031	33144
YRI	CHB	20344	33440
YRI	CHS	21416	33727
YRI	CLM	24039	35248
YRI	ESN	31208	38272
YRI	FIN	20625	32810
YRI	GBR	22701	35177
YRI	GIH	22734	34678
YRI	GWD	28928	36263
YRI	IBS	22112	34399
YRI	ITU	23278	35210
YRI	JPT	21074	33299
YRI	KHV	23095	35665
YRI	LWK	29517	37600
YRI	MSL	30554	38310
YRI	MXL	23570	35771
YRI	PEL	20850	32385
YRI	PJL	23328	35175
YRI	PUR	20523	31060
YRI	STU	23401	35365
YRI	TSI	22446	34908
YRI	YRI	35408	35408
